# w_1 w_2 VF 
8.112111583819567429e+00 8.478301328841190809e+00 -4.932100255705337943e+00
8.720143347309575077e+00 7.178970003730480443e+00 -6.740320474729744049e+00
6.518615913084063962e+00 6.550614823027086864e+00 -2.861471155476467132e+00
6.970955939403149948e+00 9.607922737913808575e+00 -3.217401062282080559e+00
2.414021348952711588e+00 2.575710750945072736e+00 -6.651017824669924750e-01
1.970972081396192843e+00 8.336241702324981517e+00 6.155695379520675914e-01
5.960841427655025893e-01 4.327749167641240291e+00 1.181564257667542250e-01
1.034207768134409511e+00 1.131873022854682942e+00 -1.831755056796284364e+00
6.391460820535602494e+00 4.826259054568261320e+00 -4.448811172412208137e+00
7.966684842500802333e+00 8.300611879075338706e+00 -4.696089599900007627e+00
6.316361839688546809e+00 8.438189127029666281e+00 -2.195877649774049090e+00
7.576885175646864035e+00 1.776957297584007778e+00 -1.228023737427065676e+01
5.293834575503314710e+00 1.892737117733582108e+00 -7.468846668098196417e+00
8.702061102062531361e+00 5.560511803785935570e+00 -8.196411689542403067e+00
1.692346069286598587e+00 1.063072494818283698e+00 -2.783091892309132120e+00
2.331333717468947242e+00 1.401192542383447481e+00 -3.042503767966083572e+00
8.000214246723922784e+00 1.117494769902679153e+00 -1.445876257946201981e+01
9.154073300897337617e+00 1.570711211816286923e+00 -1.587732826487081361e+01
2.417575489839637048e-01 7.292098937284451132e+00 -1.898697245922450705e+00
3.729770366858013109e+00 7.128759301110698665e+00 2.590246583258686286e-01
5.422481130463323584e-01 5.167998176996654536e+00 -3.567696344143787002e-01
6.323937242312122287e+00 5.852922437287848112e+00 -3.130990247325827980e+00
9.022670709390672172e+00 7.517732839690560276e+00 -7.141273396865473799e+00
4.668649087865818892e+00 1.295802016160802816e+00 -7.411697004967210844e+00
2.289187558103471520e+00 7.869259264574862023e+00 7.746276022198781419e-01
6.023712468029747136e+00 3.172264653355906461e+00 -6.337206816683648825e+00
5.503567156989052300e+00 1.902629997173867604e+00 -7.868901419247778861e+00
5.499212532154547972e+00 4.158464771050832121e-02 -1.153631134947409187e+01
8.574823776773509820e+00 7.893486699050090039e+00 -6.012024293276228448e+00
2.919342607437828807e+00 2.326890918537813047e+00 -1.900929168157746929e+00
7.451712909534075280e+00 8.041209017192421982e+00 -3.855889686092270452e+00
3.661578532143952014e+00 9.804098980397744967e+00 -4.587936921016098069e-01
6.588261468006471944e+00 3.484922884256674180e+00 -6.848517658977472777e+00
8.881799062017179835e+00 8.708855053648127509e+00 -6.374031223601379637e+00
1.750302733686775580e+00 7.090579502168141701e+00 5.787723679759420037e-01
8.546297713553148157e+00 9.025127416412898285e+00 -5.680808209511271301e+00
9.871670399787927153e+00 1.128514647379213587e+00 -1.808459767726435530e+01
7.724083471665148970e+00 8.730925741592177047e+00 -4.239083407239379042e+00
2.600104284746134642e+00 4.731843763945673409e+00 8.959131027477251763e-01
9.347487138065636358e+00 2.454434171072626736e+00 -1.445648973340121479e+01
5.193764656981008976e+00 5.230875492302730301e+00 -1.547184104876579980e+00
6.565688885674683561e+00 5.770013952123966838e+00 -3.724352986933810783e+00
6.103444979828363870e+00 2.810811119497237165e+00 -7.228569192848228298e+00
6.016428645032866562e+00 9.862445888703433639e+00 -2.147573621435187263e+00
3.665595513828913354e+00 5.437764620160804974e+00 4.793913398498244050e-01
5.938069803891554699e+00 3.249600799051436950e-01 -1.188712393828427771e+01
7.071875206814249637e+00 7.173857857733784371e+00 -3.522465033123809874e+00
3.725895481614878157e+00 5.721289616869810857e+00 4.012763435011930113e-01
2.590018374828176206e+00 5.609377261693030192e+00 8.587263184972453445e-01
6.583220875834315144e+00 4.860866587317086207e+00 -4.790183332016569651e+00
5.480193927184628500e+00 1.504314086597795530e-01 -1.129411381918089496e+01
3.416413410941304907e+00 9.460903736376323536e+00 -7.546005056974713909e-02
5.726953424321180819e+00 9.507976715811054191e+00 -1.719451926730473090e+00
7.472907622157610064e+00 6.366272886239586981e+00 -4.971689597899059621e+00
1.582336375387837002e+00 3.726022080081246024e-01 -3.962331472262123455e+00
2.340210772782821191e+00 1.749085453666862744e+00 -2.348577203483730003e+00
5.027636781824939227e+00 5.741119599461971923e+00 -7.842227453938921400e-01
9.514595115419050231e+00 2.269686752650346140e+00 -1.515780325562082176e+01
4.478454115398018409e+00 7.027350028624572698e-01 -8.201736748793338805e+00
6.603673819050467131e+00 5.070059549460061099e+00 -4.582043773964871392e+00
1.106191666253711237e+00 4.778136551286586986e+00 6.596568960749191746e-01
7.228715127535738638e+00 8.217220302932625842e+00 -3.471912470598910616e+00
8.808861968591269687e+00 6.394636799775285319e+00 -7.576894691721465236e+00
5.047572753919553179e+00 4.596488353263908921e-01 -9.823436686650895311e+00
1.150807801356582560e+00 6.004754223543398162e+00 2.681997932559152531e-01
7.240234057891802522e+00 1.610589698214570875e+00 -1.193513577414342031e+01
3.504796143703716282e+00 3.334866746650347213e+00 -7.499209344277932843e-01
3.858383858328898963e+00 4.538079828342806543e+00 1.167107201817980666e-01
1.834593879395002958e+00 4.796066294818275288e+00 9.643763623698742293e-01
5.904563799097831911e+00 4.934046149959885774e+00 -3.359108219113297267e+00
6.536131783628094993e+00 6.397014585508432383e+00 -3.033352964843290422e+00
5.009081557974487175e+00 1.525002180572482713e+00 -7.635741804559076584e+00
1.773062511495005600e+00 9.745800682090516309e-01 -3.067900766689492187e+00
1.758193794434808277e+00 4.794396193663577499e+00 9.596592731841138146e-01
4.375249982192303655e+00 2.002579397768248004e+00 -5.413329872448231939e+00
9.035838993586500223e+00 8.442999969731360466e+00 -6.752506523732337840e+00
9.170142548862830978e+00 8.605282886305603895e+00 -6.977621252752216563e+00
2.980334184443085732e+00 7.519639690846336322e+00 6.207077703338637065e-01
9.152442766212507408e+00 5.675159186218715845e+00 -8.992015774400899275e+00
1.254432086610894226e+00 2.220948011193637939e+00 1.131356977566593258e-01
4.384888720509929172e+00 6.005350432758135959e+00 -9.029022155391608351e-02
7.721931607171588219e+00 4.340934587532538913e+00 -7.711639628062586738e+00
8.523480367245015898e+00 9.386772028552607949e+00 -5.625356331101103891e+00
3.289886911555657711e+00 9.788027988564484971e+00 -3.173051177109318388e-01
8.378990114375026721e+00 4.776170557450723386e+00 -8.451234163527262311e+00
4.397227268838064695e+00 1.353692878673508959e+00 -6.756229853273000074e+00
9.544315728204123772e+00 1.661765663320172504e+00 -1.644466255720999470e+01
9.183290170492277582e+00 3.478633736633393259e+00 -1.215747038281097225e+01
9.656335680405367938e+00 1.953240589041251418e+00 -1.606717282718454953e+01
6.146980926145046098e+00 5.460619875565786430e+00 -3.202825098123868841e+00
5.073670871043964858e+00 3.095068231859703367e+00 -4.623941610311705475e+00
1.797126376127335057e+00 8.496248991654608673e+00 4.393111098142963300e-01
8.147887528215695951e+00 9.457652466115781920e+00 -4.971492377422693565e+00
5.034971776362679563e+00 5.207028527982137334e+00 -1.243061987444891159e+00
1.825669969289341887e+00 3.619064505995466696e+00 1.150480968450208863e+00
2.601147309996663548e+00 1.165694722692599994e+00 -3.902276166392768530e+00
1.705532861800850064e+00 1.984599219023964300e+00 -9.591808778159265358e-01
8.740601145062193211e+00 2.493049130667008839e+00 -1.315597632703702580e+01
4.641354307468915863e+00 7.432998696654506965e+00 -3.555444062731130117e-01
1.947041715956214336e+00 1.682750341834016172e+00 -1.929820899167681958e+00
3.910308109655639353e+00 9.240906653597894760e+00 -1.853186145108356442e-01
5.166510668168541542e+00 6.046128637300815178e+00 -8.263388479890654281e-01
9.562879871577342428e+00 9.103980156439504867e+00 -7.623714741365803960e+00
6.991279559687442635e+00 5.194952960400382125e+00 -5.216806285941858690e+00
3.455361328503219198e+00 7.113593141108895956e+00 3.962951282092017635e-01
6.013649916265956463e+00 4.540952983095894346e+00 -4.064777610766215687e+00
9.411742373406406514e+00 7.537977826259353975e+00 -7.940618743645247335e+00
3.673356724260318451e+00 5.328818517364390495e+00 4.857483769656010253e-01
6.874058201824993830e+00 3.231166466393973202e+00 -7.924534389778274956e+00
5.468069602764962234e+00 5.722022885852036111e+00 -1.574306981591691468e+00
7.340890941655490387e+00 2.169264545020659796e+00 -1.101115857965396749e+01
4.560119662440666133e+00 5.203757644641783031e+00 -3.969257976259559229e-01
8.105608887572916643e+00 8.568701353841580826e+00 -4.908480040833639535e+00
2.010861692457191818e+00 3.441831557455065749e+00 1.019705165756020548e+00
7.950300712077165599e+00 7.466358377947807101e-01 -1.508644549579730842e+01
8.024400999321937178e+00 2.531730104574208440e+00 -1.165755303406149501e+01
