# w_1 w_2 VF 
5.054589140626466470e-01 9.286259461100968338e+00 -3.024808662608849730e+00
1.784900289422688635e+00 9.113226880464054602e+00 -5.756965078453522011e-01
6.440746512308864524e+00 5.812395301361614308e+00 -3.585329835723316094e+00
5.464990092306676317e+00 7.800124546958446814e+00 -1.380524179145142583e+00
3.539813537425449130e+00 5.688400707462593964e+00 3.735996371433412122e-01
7.436253155565298867e-01 6.345135890974303194e+00 -7.504508637175621999e-01
4.418354550444303364e+00 8.990521353796506077e+00 -5.051898888305021984e-01
1.102529637397541951e+00 4.873170461296866485e+00 2.796945493719231735e-01
3.798804168299882988e+00 7.419963255554934634e+00 7.481420159092344591e-02
6.604608016957449479e+00 9.287492717756258287e+00 -2.945146423554435344e+00
1.778596853757234975e+00 8.979298902048358233e-01 -2.756751918239389809e+00
1.695587751452594993e+00 1.729323242483976619e+00 -8.965001869692077463e-01
5.153369020531513023e+00 7.175860457274066739e+00 -1.056983312886588422e+00
7.783620084814299567e+00 7.457669881061735673e+00 -4.709790155384327548e+00
2.388151723699928120e+00 8.353194016909990083e+00 3.632907761057122542e-01
1.725974073103807857e-03 4.733806479067983020e+00 -1.773010432427328809e+00
6.395725018205443035e+00 9.777432458192011566e+00 -3.019794067097793189e+00
8.736052548391826988e+00 6.685125921400026705e+00 -7.289682101681139059e+00
4.307578768433642402e+00 7.596098756754668280e+00 -3.686766085447761299e-01
5.479109744427661077e+00 1.443214161847990340e+00 -8.824043391842680606e+00
4.941250111562170311e+00 4.068997535665837439e+00 -2.748881305502438366e+00
5.102292985291529526e+00 7.953043830947341242e+00 -1.057211314497182642e+00
6.058789056010569496e-01 7.837516433949502037e+00 -1.572947540225870355e+00
2.926116288306737090e+00 4.024433260594811657e+00 8.228224237718659850e-01
3.131492145948695516e+00 3.760471115350008997e+00 3.998020637736754423e-01
4.799842216619040869e+00 4.004780396323828207e+00 -2.552360740830410535e+00
3.987701293474385622e+00 7.329240789618667762e+00 -5.788894555371548734e-02
6.314143059215370002e+00 4.988360924768464599e+00 -4.281191683068756859e+00
4.365042575432434013e+00 2.898136938509908500e+00 -3.610994748787563324e+00
5.731226841276400918e+00 2.265328974171328724e+00 -7.685283188463474247e+00
6.288650181165258424e+00 2.797405482971800694e+00 -7.712486916790114222e+00
5.139625480982152439e+00 8.872398646192440452e+00 -1.142845692065749930e+00
1.999150144659857631e+00 9.457260857549000477e+00 -7.297184979252069326e-01
