# w_1 w_2 VF c_1 c_2 u_1 u_2 fut_util_1_1 fut_util_1_2 fut_util_2_1 fut_util_2_2 pen_1 pen_2 pen_u_1 pen_u_2 
9.873376414626235942e+00 8.709114403520281655e+00 -8.434425197545376562e+00 7.908266268393963072e-01 8.529609627795887716e-01 1.758686670992297252e+00 1.827226475790383109e+00 -2.694461008905583155e-01 -2.710856515163670433e-02 -4.210806507286579681e-01 -5.631516766637735538e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.606283575735601765e-01 0.000000000000000000e+00
7.554053459611136390e+00 2.533535291157885005e+00 -1.079296032724584364e+01 1.250613102228239626e-01 1.134113585855538453e-01 6.875661777551580478e-01 6.538312395100538410e-01 -9.014242247038058986e-01 1.462189445930629494e-01 -9.956666307513687419e-01 2.074609066498976084e-01 2.001559291572863053e-12 1.923342487068959161e-01 8.845132682449099448e-01 1.364028247990978215e-12
1.877214768937600642e+00 9.779364100960821204e+00 -1.419957238651949893e+00 0.000000000000000000e+00 9.999999999999839018e-01 0.000000000000000000e+00 1.980099997500108566e+00 -1.563899241115897509e-01 -1.412722207594707013e+00 1.284014665689961587e+00 2.422717730773806324e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.540680497702049678e-01
7.718448371155090193e+00 3.582786465634047346e+00 -9.029159091569454176e+00 1.420372502131545533e-01 1.295036736199945693e-01 7.340280729724811826e-01 7.000104844304092522e-01 -9.222770485932851869e-01 -4.696198266025747303e-02 -1.019586546766803048e+00 1.219447538050904070e-02 0.000000000000000000e+00 0.000000000000000000e+00 9.016951568865070321e-01 0.000000000000000000e+00
5.602137124908780130e+00 7.338247531426941528e+00 -1.465939566917120018e+00 2.103057310382204226e-01 5.653864679568927354e-01 8.974091526890383141e-01 1.483976696553675589e+00 -2.344548103749271445e-02 -1.114284413531603790e-01 3.197003118930646370e-01 4.641115681787524871e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.418539005549521753e-02 5.777977662689077754e+00 -2.074856128500027097e+00 0.000000000000000000e+00 3.807669890416017777e-01 0.000000000000000000e+00 1.214297288573170652e+00 9.597870388264555241e-02 -6.997473723975154991e-01 1.079215182737519818e+00 1.244974998027248286e-01 2.034150511179814436e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.640446290498005943e+00 4.780489013765616413e-01 -1.107671759473123174e+01 1.253005750612586067e-01 1.142696268074153282e-01 6.882439913528006770e-01 6.563729470182930736e-01 -5.186022210405386579e-01 5.573255204921392369e-01 -6.146068364861755340e-01 6.183285070973560948e-01 0.000000000000000000e+00 6.034900709760676607e-01 5.016446235255340724e-01 0.000000000000000000e+00
1.613826541272650461e+00 9.887440858998742144e+00 -2.074368898394526539e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.980099997500124775e+00 -1.687464088662307682e-01 -1.501358254978772955e+00 1.336653758805864012e+00 2.611825700376657622e-03 7.560940195406740583e-13 8.232045460199869263e-13 7.414062528284331587e-13 1.815364731054175951e-01
5.946903386107853073e+00 1.476557798117563491e+00 -9.692613238578415391e+00 1.251287643694325991e-01 1.139075006335491247e-01 6.877593354426874139e-01 6.553002543017617532e-01 -5.798326890752760754e-01 3.575997754535834017e-01 -6.752002830797511068e-01 4.186908025970621505e-01 0.000000000000000000e+00 4.037442889492955933e-01 5.629352514896208692e-01 0.000000000000000000e+00
3.902152493731735117e+00 8.548127502372393494e+00 -1.380632136728721093e-01 1.419058364112566195e-01 8.804124196333402708e-01 7.336827476618441590e-01 1.856712842532555641e+00 -1.238606667862970634e-01 -7.637161077629269768e-01 8.013746327274131609e-01 1.127118233446416096e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.100630491091294072e+00 8.014711690197604099e+00 -8.488019192470481755e-01 0.000000000000000000e+00 8.651585670869822442e-01 0.000000000000000000e+00 1.840392118980871627e+00 -1.131821661006367774e-01 -1.146390404055153800e+00 1.342303583504729003e+00 1.596281476897090379e-01 4.353375170278619977e-02 3.182688487757268092e-13 3.431790604656381628e-13 2.996656742193515299e-13
7.811347906290387222e+00 7.897177326978257916e+00 -4.571169031093573309e+00 6.721711138305760391e-01 6.967338792787204360e-01 1.619848842542346068e+00 1.649531665518155998e+00 -2.436905391719135228e-02 -3.158029633837759059e-02 -9.547606974428270166e-02 -3.672404145155470749e-03 6.282021354914210293e-14 5.127113565530621403e-14 1.246976611526026853e-02 4.878061062339096785e-14
4.026671844216388685e+00 7.164210757843711086e+00 -6.633239881147368067e-02 1.086597198661361646e-01 5.664170065417268862e-01 6.395836700256425367e-01 1.485347456228139906e+00 -6.873711439878547880e-02 -4.103026129233010577e-01 6.345714049481427921e-01 8.131993597193105938e-02 8.341721410842772855e-14 7.230891233001024432e-14 7.245462910199229611e-14 7.550622453666999689e-14
1.169704847708953332e-01 2.540389167038397567e+00 -8.888299392113765407e-01 3.624705754611131786e-14 5.066679359410908995e-02 3.624707414239552681e-12 4.306394926692613256e-01 7.866377178865247011e-02 -5.312318658493195983e-02 2.926231416856398537e-01 5.999015533378508624e-02 1.147052906419237100e-01 5.796201192620475950e-13 6.585811017699977181e-13 5.482571861781249112e-13
1.867763571955316282e+00 1.609469325742077350e+00 -1.443581209317198244e+00 1.049747062460223701e-01 3.825293198237555287e-02 6.283097502093061282e-01 3.716804062604593395e-01 -4.745269401054869052e-02 1.352859461832944810e-01 -6.717373002878927746e-02 2.241840937559400060e-01 3.270153245416018706e-13 1.895126174642054184e-01 3.393331622636441836e-13 3.122204101160819256e-13
4.902018560222440868e+00 1.528233180543824732e+00 -7.499493721793469625e+00 1.250803922238621635e-01 1.135419394586877767e-01 6.876219613468320668e-01 6.542168552573383034e-01 -3.707750360289632785e-01 3.472186504551589836e-01 -4.651445576796486292e-01 4.084212665850969204e-01 0.000000000000000000e+00 3.933706825006292873e-01 3.539102281551183560e-01 0.000000000000000000e+00
2.272554206912348551e+00 4.065151465285867793e+00 1.097768771287110923e+00 3.986637468315400688e-03 1.929136700356335055e-01 1.078593868497418340e-01 8.586704112823229096e-01 -1.127754000673615933e-02 -8.243695711902207512e-02 1.776864187849450660e-01 4.472324404092273276e-02 9.137883592164053326e-14 8.237052533111022257e-14 8.824614216446091675e-14 7.529675667694579744e-14
3.703600735827293100e+00 1.810808360985742604e+00 -4.537507625930555122e+00 1.251120095650251063e-01 1.132896323615747575e-01 6.877107587168056479e-01 6.534684852063821214e-01 -1.311587509306271215e-01 2.907250857619509410e-01 -2.268662471892657351e-01 3.520165784479562521e-01 0.000000000000000000e+00 3.368725077407462853e-01 1.142707205191015596e-01 0.000000000000000000e+00
3.957891769394307424e+00 5.125271296490315542e+00 1.158978423509235967e-01 1.242656671135807800e-01 2.841738757231451196e-01 6.853197308446795644e-01 1.046346994317866042e+00 -2.062069541552967455e-02 1.257652865127135630e-02 -7.953949032992620877e-03 3.006134963936184928e-02 7.009193572771188485e-14 7.355026960739752262e-14 6.463709775750281494e-14 6.763301941062338507e-14
6.059232950912898374e+00 3.862746485802519558e+00 -5.238771425811889593e+00 2.003324881250768963e-01 1.626970140116028585e-01 8.754002732829389011e-01 7.869626008775469916e-01 -5.418542786853054460e-01 -5.095654217672870856e-02 -6.396362029375312064e-01 8.523977301137273394e-03 0.000000000000000000e+00 0.000000000000000000e+00 5.122005725637405193e-01 0.000000000000000000e+00
5.330648462887509709e+00 1.966370966599643166e+00 -7.480477987873690893e+00 1.251543391299644314e-01 1.135044795050659527e-01 6.878302789060409816e-01 6.541053213833125657e-01 -4.566519073035096299e-01 2.596380447742136499e-01 -5.525300848122205455e-01 3.208664539294033835e-01 0.000000000000000000e+00 3.057805133397126784e-01 4.397342499370792690e-01 0.000000000000000000e+00
4.249489903871942253e+00 8.479292712525143827e+00 -3.706842055137240521e-01 1.086786547047634416e-01 8.762554548833972889e-01 6.396417620234601253e-01 1.852277565794640202e+00 -9.413272037897162103e-02 -6.564184227832461360e-01 7.230294152324544532e-01 1.001146309859942546e-01 9.388561976464426806e-13 8.815470055323348930e-13 7.896812544150311197e-13 8.419426180544808958e-13
9.128475805606138138e+00 3.772248655054769029e-01 -1.825442673321927245e+01 1.252788586857069841e-01 1.137134784302105822e-01 6.881796390139593989e-01 6.547293451780750173e-01 -1.216290795489285426e+00 5.774675176899379814e-01 -1.310461013352727022e+00 6.386491228730538650e-01 0.000000000000000000e+00 6.236250750008612842e-01 1.199325695358482102e+00 0.000000000000000000e+00
6.966728810556178431e+00 1.741622396236963244e+00 -1.120213704745934713e+01 1.251225732430226167e-01 1.134514837784710434e-01 6.877385470291936809e-01 6.539513993032058936e-01 -7.838654816131273018e-01 3.046739492138793581e-01 -8.791374236036110235e-01 3.659136564460500063e-01 7.134078484211103799e-13 3.507946473175931890e-01 7.669493194704118944e-01 8.870935670063362366e-13
1.767111408963397245e+00 1.784699749120599810e+00 -9.108667567004733456e-01 8.678005495150654947e-02 3.078264446920778857e-02 5.695154904040969912e-01 3.314708379389952331e-01 -4.377200105311571110e-02 8.684757369717270581e-02 -5.136201221778086135e-02 1.767761821522939869e-01 6.959227194080347805e-13 1.387661726626222558e-01 6.928310139139859582e-13 7.355873641321300303e-13
6.625198615905678601e+00 6.102147255273012938e+00 -3.655319933284713940e+00 3.254064038983673357e-01 3.475888216989653778e-01 1.121068982036825812e+00 1.159302978532775530e+00 -1.465414891973303158e-01 -2.487160308098184183e-02 -2.815583471594595988e-01 1.267752685674958073e-02 9.410935572495837675e-13 1.006457395723303616e-12 1.469872874745305757e-01 5.531924744672789274e-13
1.665984526441604663e+00 9.666057389859478377e+00 -1.534045902259366656e+00 0.000000000000000000e+00 9.999988403960127226e-01 0.000000000000000000e+00 1.980099997500117448e+00 -1.662994910428766959e-01 -1.449810632323226045e+00 1.325916024661016213e+00 4.688851952813324897e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.361007129386930803e-01
6.706143233921708635e+00 5.565468989149592538e+00 -4.417374460955896254e+00 3.100084006086837873e-01 2.999045158238709541e-01 1.093753326192478781e+00 1.075453361796278484e+00 -2.781015433281470717e-01 -3.462230664377968087e-02 -4.527249288562668061e-01 9.972896855596198248e-03 1.429394964283567320e-13 1.060708984587549900e-13 2.698273574876935421e-01 1.022046761309886115e-13
4.419885821405398652e+00 9.605703615969863662e+00 -1.221696992350267408e+00 1.231194013192783571e-01 9.999999999999980016e-01 6.820616818307266849e-01 1.980099997500122777e+00 -1.128887529646638022e-01 -8.710028632542181626e-01 7.754304025417174673e-01 5.895927430615222065e-02 7.110609843985482570e-14 7.812729006491728190e-14 7.578790026108173095e-14 6.283215160715244219e-02
4.968722487484273920e+00 9.622242167073151720e+00 -1.599039118707638707e+00 2.234240500747458058e-01 9.999999999999584777e-01 9.255764596922255727e-01 1.980099997500083253e+00 -1.141980575280223675e-01 -7.722070097639899267e-01 6.664731892883501985e-01 5.565156408549465361e-02 9.868664045675767937e-13 9.235853574307171729e-13 7.706990427791549081e-13 5.394349147129005179e-02
8.625117636679803468e+00 2.276830419951411333e+00 -1.344849833142072271e+01 1.253830987388819262e-01 1.162387655461291497e-01 6.884784737585253334e-01 6.621701517871937392e-01 -1.115523082292289470e+00 1.976543988201653057e-01 -1.211463389086000042e+00 2.580282466561066856e-01 1.234492326071534585e-12 2.438184622866377549e-01 1.098537912937507244e+00 9.818740872441500400e-13
7.056833280371712647e+00 4.405214232768036808e+00 -6.492954444308260520e+00 2.658765010255860206e-01 2.051805875510853416e-01 1.011464006099050073e+00 8.861582170964305005e-01 -6.243054080334814460e-01 -5.067766948008533417e-02 -7.521738715119550278e-01 8.263887557824946967e-03 6.366044844052787255e-14 5.745314705755955043e-14 5.939160963714010810e-01 5.782649207565493388e-14
5.282514054761287881e+00 1.493761346799471923e+00 -8.329428393098964989e+00 1.248273407568475379e-01 1.145198539289359885e-01 6.869061830905286437e-01 6.571150720688310187e-01 -4.469402808121864523e-01 3.541324713725706452e-01 -5.426061167077740333e-01 4.149671477670061615e-01 0.000000000000000000e+00 4.002305045416434393e-01 4.301297067976307953e-01 0.000000000000000000e+00
6.513884093512921858e+00 4.331812212646818927e-01 -1.291332736867500763e+01 1.249400447451731733e-01 1.136175316464173857e-01 6.872265797551954103e-01 6.544413972432747695e-01 -6.932867307740760987e-01 5.663055662409961499e-01 -7.887244412272320648e-01 6.274578015503446959e-01 2.900932532384770113e-13 6.124060323109530302e-01 6.764265772080869654e-01 2.193589277235674651e-13
4.943868480691134160e+00 4.424038145687474888e+00 -2.243100517504457159e+00 2.670545484428996641e-01 2.033935412647874252e-01 1.013744868742641358e+00 8.822091562286777933e-01 -1.976830765291808234e-01 -5.045252614493568599e-02 -3.263919019580616698e-01 9.109902497838596319e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.674785866581690041e-01 0.000000000000000000e+00
7.861163532156772327e+00 3.016679391198843874e+00 -1.044089096428635877e+01 1.252924959779926628e-01 1.147821126136573111e-01 6.882220594703229999e-01 6.578856312035992193e-01 -9.626581182651232638e-01 4.969695092122655006e-02 -1.057919177156563695e+00 1.105304154669775607e-01 1.841139762349952580e-12 9.584946000210220474e-02 9.457104819205760515e-01 1.418375149048103218e-12
3.175770222014806965e+00 7.052490424793218970e+00 5.173003439742931420e-01 6.642500019625210972e-02 5.598597797899921291e-01 4.958586095255727577e-01 1.476609316497967450e+00 -9.220940175753568335e-02 -5.831990128153095032e-01 8.032736447010049297e-01 1.003409799061130286e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.870435501756229302e-01 8.830480305921259543e+00 -2.227088471748704279e+00 0.000000000000000000e+00 8.692647349267759171e-01 0.000000000000000000e+00 1.844799854532635175e+00 -1.048967270710284352e-02 -1.309578934014117735e+00 1.530329831543658647e+00 1.974117917996073002e-01 1.643594155159331938e-01 1.455514528347912062e-12 1.489433934728918590e-12 1.322455599889194033e-12
5.458175340027917599e-01 8.844199695353282209e+00 -2.315430150941446996e+00 0.000000000000000000e+00 8.648134954802020324e-01 0.000000000000000000e+00 1.840022821144184029e+00 -2.372868699445027704e-03 -1.312332293342256095e+00 1.542186656491082886e+00 1.986004655447919376e-01 1.728067746878999833e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.046137412537868627e+00 6.190029987147744883e+00 6.697499023324642309e-01 6.260545484358384649e-02 4.210062150525657465e-01 4.808301813395695623e-01 1.277854021390036232e+00 -7.306398249829650082e-02 -4.196308679221392723e-01 5.120563977725230975e-01 8.290279107685938342e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.711803123547436911e+00 2.439407360269555625e+00 4.932210433689014906e-01 7.669681795336544261e-02 2.708940585545926288e-02 5.342525400233701927e-01 3.097851036055974117e-01 -4.153255272157407862e-02 -5.039347426169919070e-02 -4.058900126285724247e-02 3.999971418102948179e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.569853596398765205e+00 9.090265997288307531e+00 -4.074931121384218535e+00 6.370250315358984006e-01 8.860730488620551792e-01 1.576409708189282499e+00 1.862735521295830310e+00 -4.917134323690788150e-02 -1.930418695300495924e-01 7.956337577699532093e-02 3.726897537599484223e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.969822759233065490e+00 4.809105908760391124e+00 8.053730926450128891e-01 7.249382185862805750e-02 2.540896542384186163e-01 5.188740460545498978e-01 9.883449673604530750e-01 -4.274780906559486060e-02 -1.241995145705525605e-01 1.624867622692704461e-01 4.814411130812963624e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.717766190799107306e+00 6.091026503687913873e+00 -5.691173135388556403e-01 2.396190229495506752e-01 3.660055192262272050e-01 9.592320204333267819e-01 1.190133090573066044e+00 -3.988820672173414017e-02 -3.704021699791344019e-02 1.271250632072750408e-01 4.126525426516843009e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.130472096344169897e+00 3.333871020921164607e+00 8.267046464700875674e-01 0.000000000000000000e+00 1.256434217564266764e-01 0.000000000000000000e+00 6.892158618953685423e-01 -3.608392354177167305e-02 -1.644390913742324323e-01 2.956090190126712813e-01 5.871200815924390581e-02 3.545941752850065275e-13 3.853107069518024730e-13 4.189390803932427377e-13 3.851641228180824328e-13
1.579572995993686335e-01 3.394923991499813720e+00 -1.051659954248968631e+00 0.000000000000000000e+00 1.422958797616601379e-01 0.000000000000000000e+00 7.347169509674865706e-01 7.155391146908157696e-02 -2.236661798671856494e-01 5.064809200433061376e-01 6.617222551224673233e-02 1.263675925578327530e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.753231110762248690e+00 8.602787389037640509e+00 -2.928755401794374436e+00 4.973139898578285423e-01 8.653444337261728680e-01 1.390558763865481495e+00 1.840585461033703130e+00 -5.581129014240195779e-02 -1.968905127989162007e-01 2.110391616894548850e-01 3.804012070475162877e-02 8.008784607715924153e-14 7.617886356448000384e-14 5.579477851958003498e-14 6.513420445358741873e-14
2.269510916538060474e+00 2.711984228201028468e+00 -3.359604789879000464e-02 1.291946922799948050e-01 5.294439149045254700e-02 6.991544771594823127e-01 4.406323640555405707e-01 -9.918582263704070479e-02 -5.545321146528773421e-02 -1.355658959627108195e-01 3.022527243789092932e-02 0.000000000000000000e+00 0.000000000000000000e+00 4.771571395172202745e-02 0.000000000000000000e+00
3.005683973921924768e+00 4.276021421905375597e+00 8.082694130186265369e-01 8.840991971973410912e-02 2.028297148817838347e-01 5.750217485321804656e-01 8.809548873703196836e-01 -3.238547952678798303e-02 1.683581943740884235e-03 5.599916721320119528e-02 3.242597322339291210e-02 6.496231504116156685e-13 9.067475503082844668e-13 3.793935651752455840e-13 5.284312484116204800e-13
6.702655453016574949e-01 2.791074278631588523e+00 1.481566290684313003e-01 3.156664826718500469e-16 7.149474246380009557e-02 3.156664826718500094e-14 5.151495688109406501e-01 -3.163940228339556099e-02 -1.031519477561094189e-01 2.271818600075699579e-01 6.232114541368365124e-02 9.901729219903147514e-03 1.940160272023705446e-13 2.041638316722185521e-13 2.012654366084776214e-13
0.000000000000000000e+00 0.000000000000000000e+00 -4.286279306650213172e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.166882525473818178e-14 8.601960280925199931e-02 2.050512657465846655e-01 1.949307116985989907e-01 1.754376405282767268e-02 1.578938764758014701e-01 0.000000000000000000e+00 0.000000000000000000e+00
