# w_1 w_2 w_3 w_4 DS VF CB_L CB_U R_DIFF c_1 c_2 c_3 c_4 u_1 u_2 u_3 u_4 fut_util_1_1 fut_util_2_1 fut_util_3_1 fut_util_4_1 fut_util_1_2 fut_util_2_2 fut_util_3_2 fut_util_4_2 fut_util_1_3 fut_util_2_3 fut_util_3_3 fut_util_4_3 fut_util_1_4 fut_util_2_4 fut_util_3_4 fut_util_4_4 pen_1 pen_2 pen_3 pen_4 pen_u_1 pen_u_2 pen_u_3 pen_u_4 
5.981276313678441703e+00 6.720652189255016395e+00 2.496320563605128662e+00 4.002293208727134122e+00 2.000000000000000000e+00 1.086657156236913835e+00 1.053749527559090282e+01 1.163581903688292840e+01 2.994320084131895605e-06 3.019066988621564862e-01 4.016043464294572485e-01 1.968753289959953440e-02 1.598805101889169689e-01 1.140206585257161231e+00 1.156113326933401408e+00 2.497809781299808463e-01 7.846770963545989241e-01 -8.715819820913640534e-03 -2.302808316292520308e-01 -2.415263067627541199e-02 1.637317723341297493e-01 -5.778961493250786008e-01 4.834259614558147206e-02 -1.052200740725232116e-03 3.924234084067213663e-02 -2.350190186913796442e-01 6.238405787526244417e-01 -1.090629467601768147e-02 4.748493168838256034e-02 -3.390883690326340627e-01 -3.200142407362608354e-01 -4.946342223878265158e-03 2.906493859817443556e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.860513160297065482e+00 6.715391185551390585e+00 2.441789090225040315e+00 3.977561497607742691e+00 2.000000000000000000e+00 1.108787007051175166e+00 1.058599065332693812e+01 1.163158336077541577e+01 3.013987602280164182e-06 3.161232858603377771e-01 4.016526672093513328e-01 1.588774571332732949e-02 1.585500934112335780e-01 1.132674201416242532e+00 1.155322415411873083e+00 2.259035487977643919e-01 7.807739272070466363e-01 -2.432138938642957465e-02 -2.252659472022876253e-01 -9.211758725332457737e-03 1.900567664252055533e-01 -5.771449917018949272e-01 4.882138613784473002e-02 1.807147407559677029e-03 4.962049263966651635e-02 -2.371752254776431368e-01 6.455990861777666234e-01 -9.904338371404497812e-03 5.315066312202770815e-02 -3.373437854192647412e-01 -3.187662534093803068e-01 -4.558757753785174990e-03 2.959953852028952490e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.814454366670402941e+00 6.724426922589188393e+00 2.392267398368018050e+00 3.954767708838816453e+00 2.000000000000000000e+00 1.123385342308942825e+00 1.061879941457103271e+01 1.162797127004685649e+01 3.025550317513296853e-06 3.200778280968755163e-01 4.029413173336140463e-01 1.305996111177477881e-02 1.574087495442384743e-01 1.132900448220220513e+00 1.156700035141761562e+00 2.039395966850703901e-01 7.764702369224972811e-01 -3.006805252822744579e-02 -2.237823568116827644e-01 -3.703781092730969778e-03 2.089743767705114219e-01 -5.784478838847540993e-01 4.964145126771470073e-02 3.497235908917306884e-03 5.918105065579441076e-02 -2.388660899698809570e-01 6.672264655592426985e-01 -8.967458694872297922e-03 5.844302915799747672e-02 -3.358981588964827236e-01 -3.178856250558241281e-01 -4.160670583574306927e-03 3.022404232917094008e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.795935461206748407e+00 6.741913102133775482e+00 2.347430104893656111e+00 3.933964355920945177e+00 2.000000000000000000e+00 1.135690279969958638e+00 1.064958944110087558e+01 1.162179111883904525e+01 3.031315008091972014e-06 3.190295538548099108e-01 4.066346589345271600e-01 1.058210301012293617e-02 1.562184324199828722e-01 1.135390729234209584e+00 1.160171430256333069e+00 1.830133622513421543e-01 7.716825338649637711e-01 -3.218794610326603661e-02 -2.181232005536891394e-01 -1.011783573742388708e-03 2.237711506980861464e-01 -5.808941495346644501e-01 5.024488130722246093e-02 4.225481273684648410e-03 6.755731856281257941e-02 -2.399344347198172078e-01 6.956326464897807371e-01 -8.063215856516299171e-03 6.324609258403642020e-02 -3.343480453743778447e-01 -3.173551663339840290e-01 -3.646610561662882218e-03 3.085438080491538851e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.790876543338035809e+00 6.763040508502198733e+00 2.307114025611074926e+00 3.915731303112630179e+00 2.000000000000000000e+00 1.145937204053941727e+00 1.067547222349094937e+01 1.161640218461693763e+01 3.035284451461331417e-06 3.186350442433214525e-01 4.115444247106559428e-01 8.490998300718276270e-03 1.542815646148621156e-01 1.133236889782351930e+00 1.163535835595317813e+00 1.636418404953855488e-01 7.659712221053902592e-01 -3.302587538407864703e-02 -2.162433367985883703e-01 4.821259889163509037e-04 2.357003962396460039e-01 -5.846721801148554443e-01 5.018165408615340994e-02 4.619390589557126336e-03 7.439542964720302631e-02 -2.402468542136460827e-01 7.286311578942571421e-01 -7.305804824968470217e-03 6.771573264410177262e-02 -3.325494215599061332e-01 -3.167615436640453530e-01 -3.589756707219790045e-03 3.147460920753161057e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.793287173282617886e+00 6.786137461449984087e+00 2.270585001486232546e+00 3.897782519576530991e+00 2.000000000000000000e+00 1.153644309282697122e+00 1.069459555822163388e+01 1.161269306034376392e+01 3.041331911667585875e-06 3.188230295981938078e-01 4.164079154699045771e-01 6.905625777052272658e-03 1.515126208248697148e-01 1.128039781019807286e+00 1.166766131342974244e+00 1.467961071221584868e-01 7.588556557972868655e-01 -3.316823989258686767e-02 -2.171387735088184390e-01 1.367825917375802306e-03 2.460683441322331078e-01 -5.888320535928360799e-01 4.951373421592226987e-02 5.074572143764324514e-03 8.038430430369211677e-02 -2.398005961398279040e-01 7.641650342660235573e-01 -6.816811545763828105e-03 7.155462997873057729e-02 -3.308013272729024568e-01 -3.165418761579553708e-01 -4.147218124720288175e-03 3.208019488856001661e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.800126302869496264e+00 6.811510322168805587e+00 2.236500943757413484e+00 3.877046428952929613e+00 2.000000000000000000e+00 1.158860438265541859e+00 1.070830637129881779e+01 1.160941450523226948e+01 3.051552225941025602e-06 3.193563728781134148e-01 4.214211739412299096e-01 5.843022770426094248e-03 1.481521709064722025e-01 1.116739216095010701e+00 1.168099910386983575e+00 1.330790067534759202e-01 7.499961808750628123e-01 -3.275393561633976186e-02 -2.196810088325061305e-01 1.996442863718628051e-03 2.557293477729565834e-01 -5.941472392146557313e-01 4.840077222407265789e-02 5.966922716909964057e-03 8.627542980436375686e-02 -2.387362225392105353e-01 7.787094284881460604e-01 -6.726110584509588722e-03 7.447726460319005481e-02 -3.286535696885731217e-01 -3.162810276565243828e-01 -5.360864178545038904e-03 3.268668190658071543e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.810108517188089294e+00 6.841344935753355117e+00 2.202870390834865244e+00 3.850242108060204060e+00 2.000000000000000000e+00 1.162032403707872419e+00 1.071753812129199090e+01 1.160652668612375749e+01 3.067288943991797300e-06 3.201505296288312263e-01 4.284959950188235722e-01 5.263460318730694802e-03 1.439657861784147674e-01 1.105122421643883301e+00 1.171918046379417433e+00 1.227462442555690564e-01 7.386829202380944537e-01 -3.185235337171868353e-02 -2.231459985261492474e-01 2.664488159785160376e-03 2.650975547077984995e-01 -6.007755360872223394e-01 4.686703168667318703e-02 7.744083470628502011e-03 9.253896816741175035e-02 -2.371621317950323993e-01 7.792452887697287611e-01 -7.086628825362674237e-03 7.633597245786818974e-02 -3.257061175782441365e-01 -3.156213335432533351e-01 -7.291095203546205106e-03 3.333140132910100001e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.823430957987016043e+00 6.880065353106498804e+00 2.167437246708052268e+00 3.813786632042473368e+00 2.000000000000000000e+00 1.163888933276107096e+00 1.072029258746898961e+01 1.160748527908322814e+01 3.089523983952193877e-06 3.197398118827495250e-01 4.410640742144449900e-01 5.140065415129017184e-03 1.384867544218431057e-01 1.094329989530756331e+00 1.182045472400923947e+00 1.165092166256873896e-01 7.237343672654148463e-01 -3.041556716534104046e-02 -2.247640815260797120e-01 3.686803767842367161e-03 2.741102003540237253e-01 -6.103437666525213245e-01 4.499227211863814080e-02 1.079164873679864557e-02 9.904419489578847324e-02 -2.352634949447324486e-01 7.819575234742287551e-01 -7.769195792010301534e-03 7.698236941178733528e-02 -3.213092735792613119e-01 -3.128352637348528753e-01 -9.604278390214077143e-03 3.405868270263595621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.841864976826228073e+00 6.934023596790492405e+00 2.128591267748000782e+00 3.765765240091402788e+00 2.000000000000000000e+00 1.165808463619297797e+00 1.072177101684879119e+01 1.160984591038980795e+01 3.115942052598389993e-06 3.190457401510307101e-01 4.579631234280702734e-01 5.354260013846684658e-03 1.310945258446220008e-01 1.086483697651584146e+00 1.194301849251302672e+00 1.152522903717355524e-01 7.035387796511090031e-01 -2.818875363650950178e-02 -2.267001633504635849e-01 5.520297715711753282e-03 2.828421203606890089e-01 -6.222591319267096743e-01 4.320268335445043295e-02 1.333824692729002406e-02 1.054111704848939429e-01 -2.333675747957958679e-01 7.796175332440387074e-01 -8.532251120015620083e-03 7.639797227894060128e-02 -3.147325537554254704e-01 -3.080544004734331320e-01 -1.070138442242201011e-02 3.489103125573535247e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.869466465404786781e+00 7.000714831426942730e+00 2.085930012147922508e+00 3.712258317979292954e+00 2.000000000000000000e+00 1.169819470588487675e+00 1.076509568516155291e+01 1.157454325601542600e+01 3.135121296266897561e-06 3.147041274957115831e-01 4.845215648422691035e-01 5.301618639979730797e-03 1.227297912887086173e-01 1.082965574371782091e+00 1.213608271863033883e+00 1.152637640627652421e-01 6.801383312157838201e-01 -2.459488112248611746e-02 -2.242232725358699053e-01 8.692318233515763243e-03 2.892746346514409872e-01 -6.367967669143235199e-01 3.965706652802698101e-02 1.058818863636164405e-02 1.111972508326995873e-01 -2.314343319382025921e-01 7.805702366435141037e-01 -9.096671112812173415e-03 7.618936262706020590e-02 -3.059045207915909170e-01 -3.009294988414044081e-01 -8.365789547300418738e-03 3.587740373658771659e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.912928056572365421e+00 7.053655774608750484e+00 2.040446656583861706e+00 3.670429370242791034e+00 2.000000000000000000e+00 1.177227596947119537e+00 1.088606475622830061e+01 1.146839043766594202e+01 3.135137973989746835e-06 3.090688057312453996e-01 4.989766126790445844e-01 4.067236782680325180e-03 1.163137642197504679e-01 1.084863751963691225e+00 1.225963555822074946e+00 1.049596277651945464e-01 6.619523079877099869e-01 -1.843374377906950926e-02 -2.151124414664432882e-01 1.159075451940175250e-02 2.867908709644067522e-01 -6.471520983421299444e-01 3.938744117904118686e-02 7.743075172314528402e-03 1.146149074853226174e-01 -2.293424524016634825e-01 7.830546815145048578e-01 -9.352487696918232798e-03 7.924010582417187476e-02 -3.001009919612824817e-01 -2.953279722360143689e-01 -3.708542546178802274e-03 3.700558881718927356e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.970881829169374377e+00 7.092371150470323293e+00 1.993684218099270655e+00 3.651886657511897116e+00 2.000000000000000000e+00 1.186791163967599871e+00 1.084804528742428076e+01 1.152553704051092254e+01 3.157189914364462259e-06 3.015486079894000304e-01 4.909285736768194686e-01 2.647215423769984019e-03 1.138687711561246207e-01 1.093941521278695816e+00 1.227462917259477537e+00 7.654443132078436740e-02 6.553497818767077820e-01 -1.016715568911029551e-02 -2.274345470410021885e-01 7.535880114666401383e-03 2.808799763162349028e-01 -6.504376663147987125e-01 4.387782386914806931e-02 4.861389191921386584e-03 1.152415650853008400e-01 -2.272004257950326900e-01 7.885051987489152259e-01 -8.850032413478123999e-03 8.568943296440216517e-02 -2.975659584497998833e-01 -2.928433817592298594e-01 -4.082358866321477570e-03 3.785140660957551917e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.008561229742706011e+00 7.116678096429930100e+00 1.949434056031879914e+00 3.631474863180289780e+00 2.000000000000000000e+00 1.192634294064376377e+00 1.082613703006724748e+01 1.155913155806150883e+01 3.200769830451556605e-06 3.019656889465660021e-01 4.858576144556607801e-01 1.516999670231950013e-03 1.117291377594818308e-01 1.094939942096036400e+00 1.224380018152539717e+00 4.593765507939293058e-02 6.493465985923055905e-01 -4.980205272796530726e-03 -2.347834095223444995e-01 4.381581171452346088e-03 2.741399962293286086e-01 -6.535713859895586619e-01 4.707909469777395162e-02 3.345667934666893880e-03 1.157429262892355898e-01 -2.241003843458915790e-01 7.814603798175026039e-01 -7.745191530844616756e-03 9.137636679795077543e-02 -2.948115654694894450e-01 -2.888242394905771726e-01 -5.416096527507941426e-03 3.842496636543095423e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.030469135599967778e+00 7.133406436103263637e+00 1.910708098377656761e+00 3.604394380542749854e+00 2.000000000000000000e+00 1.195001629214393901e+00 1.085324927635144654e+01 1.153675398207734482e+01 3.248347204362617361e-06 3.026320603205334137e-01 4.824789944177296230e-01 5.174132195135637807e-04 1.093425471251441156e-01 1.087141472079238724e+00 1.222603147173775495e+00 2.051137992282719633e-02 6.421132099270364657e-01 -1.766706335082097101e-03 -2.386342183253292448e-01 3.319304702951545848e-03 2.672049415896986524e-01 -6.554572095372035445e-01 4.945824686950265475e-02 2.537802163376480773e-03 1.164775009317713383e-01 -2.203298906903604915e-01 7.639536360501696377e-01 -5.979974602677462503e-03 9.497538585741067962e-02 -2.911125042049700906e-01 -2.825394526011868468e-01 -4.309049769744803179e-03 3.882584940968710624e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.047065659114725378e+00 7.146095446920146088e+00 1.880808225364269504e+00 3.582849131694026301e+00 2.000000000000000000e+00 1.195916280201213766e+00 1.086361832161638397e+01 1.152821423878604712e+01 3.293542620456798851e-06 3.035046028970572740e-01 4.796540195905211190e-01 0.000000000000000000e+00 1.077837610312541300e-01 1.074679951813483303e+00 1.221387131473704146e+00 5.875648258489914177e-03 6.371055910856987525e-01 7.672240451202723714e-04 -2.397964405210075700e-01 2.665741397176350520e-03 2.614116948174609600e-01 -6.568481900532159301e-01 5.150634933022740086e-02 1.099301149714948999e-03 1.169028557732530865e-01 -2.170599312456682473e-01 7.468238674135455613e-01 -4.523416956484009772e-03 9.763020600299070206e-02 -2.876803870427450671e-01 -2.777117296179285599e-01 -3.190822078006411936e-03 3.908142610608326961e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
